,date,city_code,PM2.5,BC,OM,SO4,NO3,NH4,cl
6149,2016/5/14,1003,43.8117,2.209071,14.50051,12.9494,12.80128,7.991843,1.35144
6154,2016/5/15,1003,31.29439,1.792834,9.636684,8.093766,10.45664,6.092737,1.314466
6159,2016/5/16,1003,37.56867,1.947142,16.87923,8.501999,9.369056,5.38866,0.8712382
6164,2016/5/17,1003,42.47892,2.169297,20.16257,9.659907,9.441232,6.518915,1.045919
6169,2016/5/18,1003,35.85991,1.893757,15.39109,8.702032,8.881171,5.723592,0.9918582
6174,2016/5/19,1003,43.31903,2.203298,20.68788,9.442261,9.889733,6.509148,1.095858
6179,2016/5/20,1003,31.51048,1.513687,11.34568,8.155343,9.26441,5.50201,1.231357
6184,2016/5/21,1003,23.94801,1.230316,4.789291,7.538314,8.966865,5.363892,1.423224
6189,2016/5/22,1003,22.52132,1.241775,4.666917,6.76117,8.819563,5.01171,1.031895
6194,2016/5/23,1003,36.43208,1.979137,9.990403,11.48775,11.82933,6.533577,1.14546
6199,2016/5/24,1003,60.78331,2.796276,28.03646,13.31171,15.19704,8.493228,1.441829
6204,2016/5/25,1003,60.70753,2.928186,26.84331,13.74426,15.671,8.923479,1.520774
6209,2016/5/26,1003,58.91083,2.962793,24.7751,12.20507,16.95463,9.354194,2.013241
6214,2016/5/27,1003,37.28555,2.049021,13.25504,8.891545,11.79992,6.086211,1.29002
6219,2016/5/28,1003,32.34227,1.971579,10.2363,8.200627,10.74797,6.370411,1.185789
6224,2016/5/29,1003,39.32565,2.096611,12.62419,10.64166,12.58249,6.92292,1.380701
6229,2016/5/30,1003,45.17017,2.389237,15.28243,12.77837,13.31774,7.849794,1.402395
6234,2016/5/31,1003,45.15153,2.396976,17.29363,10.85194,13.05342,7.344882,1.555565
6239,2016/6/1,1003,24.86393,1.421249,4.722061,8.02022,9.462815,5.37065,1.237585
6244,2016/6/2,1003,35.67529,1.876587,12.22872,8.584951,11.82638,6.352643,1.158651
6249,2016/6/3,1003,27.55118,1.53452,7.213873,7.049387,10.56229,6.381116,1.19111
6254,2016/6/4,1003,20.16441,1.343307,3.766893,5.858993,8.286733,4.35375,0.9084842
6259,2016/6/5,1003,29.35876,1.691958,6.378348,9.27595,11.01521,6.027201,0.9972941
6264,2016/6/6,1003,34.59125,1.907566,9.556902,10.71333,11.26981,6.223826,1.143642
6269,2016/6/7,1003,54.42575,2.63075,22.01929,12.02599,16.15661,8.730387,1.593106
6274,2016/6/8,1003,39.41075,2.079985,15.25359,8.695534,12.09357,6.432945,1.288066
6279,2016/6/9,1003,39.74875,2.020252,12.27532,11.7572,12.48246,6.775826,1.213522
6284,2016/6/10,1003,45.98786,2.413552,15.86768,12.97451,13.45516,8.061495,1.276955
6289,2016/6/11,1003,48.40522,2.543148,18.37121,12.85519,13.41236,7.803365,1.223315
6294,2016/6/12,1003,37.89672,2.083102,13.02045,10.0969,11.51247,6.263648,1.1838
6299,2016/6/13,1003,49.42003,2.612789,19.28533,13.04447,13.38078,7.564603,1.096657
6304,2016/6/14,1003,47.4958,2.51596,20.74921,12.68542,10.50962,7.135628,1.035593
6309,2016/6/15,1003,48.35469,2.609574,16.00052,14.00763,14.3524,8.050459,1.384568
6314,2016/6/16,1003,48.15118,2.382121,20.75494,12.27784,11.70587,7.310527,1.030407
6319,2016/6/17,1003,56.20106,2.837886,27.55093,13.0202,11.58595,7.679961,1.206089
6324,2016/6/18,1003,43.69745,2.26534,18.34124,11.5316,10.54218,7.090196,1.017089
6329,2016/6/19,1003,34.30183,2.183365,10.84416,9.489556,10.84001,5.996863,0.9447418
6334,2016/6/20,1003,26.3933,1.831984,7.015196,8.029222,8.748506,4.73307,0.7683916
6339,2016/6/21,1003,32.37518,2.169324,10.33544,8.051527,10.75658,5.874814,1.06231
6344,2016/6/22,1003,32.4858,2.100676,9.676514,9.436033,10.1738,5.347079,1.098777
6349,2016/6/23,1003,50.42129,2.787618,21.44164,13.42025,11.42431,8.149221,1.34747
6354,2016/6/24,1003,27.44635,1.710948,5.6004,8.663922,10.59723,5.410187,0.8738497
6359,2016/6/25,1003,29.28379,1.839343,7.912245,8.949498,9.671771,5.507353,0.9109328
6364,2016/6/26,1003,37.73979,2.128914,14.00814,11.35654,9.229265,6.340137,1.016935
6369,2016/6/27,1003,25.36687,1.786559,5.49247,7.003703,10.11699,5.143435,0.9671479
6374,2016/6/28,1003,33.24383,2.31414,9.214216,9.17588,11.37746,6.446457,1.162134
6379,2016/6/29,1003,39.95991,2.383735,13.41355,10.7497,12.15762,6.855613,1.255303
6384,2016/6/30,1003,27.35425,2.000059,10.42906,6.981125,7.236994,4.049385,0.7070109
6389,2016/7/1,1003,18.61455,1.735565,3.319992,5.871512,6.942656,3.5073,0.7448251
6394,2016/7/2,1003,23.24796,1.850013,4.69117,6.67623,9.070103,4.589363,0.9604442
6399,2016/7/3,1003,20.78375,1.8106,3.198752,6.148595,8.709445,4.252808,0.9163576
6404,2016/7/4,1003,22.78978,1.950489,4.514907,6.506809,8.879037,4.238403,0.9385378
6409,2016/7/5,1003,23.84586,2.02556,4.379613,6.95025,9.474468,4.477951,1.015969
6414,2016/7/6,1003,30.44188,2.201693,8.563218,7.729991,10.49914,5.459321,1.447838
6419,2016/7/7,1003,25.87226,2.023317,7.360191,6.528573,8.565628,4.618778,1.394551
6424,2016/7/8,1003,18.44359,1.535902,5.400907,5.740396,4.83843,3.067353,0.9279548
6429,2016/7/9,1003,21.60887,1.624729,5.210109,6.788919,6.86394,4.020929,1.121173
6434,2016/7/10,1003,23.72452,1.733398,4.665706,7.694408,8.381236,4.464703,1.249772
6439,2016/7/11,1003,32.16335,2.224777,8.928899,9.480487,9.787749,5.247685,1.741438
6444,2016/7/12,1003,42.96006,2.662508,11.6028,13.44414,12.88854,6.840059,2.362075
6449,2016/7/13,1003,47.80833,2.960272,19.57847,11.37372,11.8518,7.02173,2.04407
6454,2016/7/14,1003,37.84246,2.632091,12.03864,10.19396,11.04105,6.087757,1.93672
6459,2016/7/15,1003,31.87551,2.13263,10.26011,8.590065,9.338006,4.886185,1.554697
6464,2016/7/16,1003,33.50039,2.156817,9.086291,10.99456,9.662709,5.540618,1.600013
6469,2016/7/17,1003,72.3469,3.661934,35.1894,17.82031,13.57318,9.296356,2.102075
6474,2016/7/18,1003,52.38786,2.988908,20.15692,14.09015,13.18545,7.895019,1.96643
6479,2016/7/19,1003,32.35836,2.406737,9.572171,9.197657,9.565023,4.809252,1.616772
6484,2016/7/20,1003,30.94675,2.191316,14.79502,7.970511,4.700666,3.567362,1.289237
6489,2016/7/21,1003,26.0799,2.078558,12.58793,7.016509,3.501601,2.961736,0.8953044
6494,2016/7/22,1003,33.51064,2.457877,16.27944,9.066058,4.214433,4.19861,1.492834
6499,2016/7/23,1003,41.65038,2.687218,19.71114,11.04038,6.516998,6.836985,1.694647
6504,2016/7/24,1003,55.2343,3.394383,26.05571,14.48948,9.413455,8.216861,1.881271
6509,2016/7/25,1003,41.46195,2.838664,18.18248,11.90644,6.7792,7.006102,1.755166
6514,2016/7/26,1003,48.43341,3.100107,22.38781,12.95446,8.138647,7.815423,1.852382
6519,2016/7/27,1003,43.45664,2.93568,18.54798,12.31595,8.080725,6.636883,1.576302
6524,2016/7/28,1003,52.15682,3.111862,24.56618,14.10813,8.542473,7.742532,1.828179
6529,2016/7/29,1003,54.9638,3.300048,25.57542,14.90458,9.182047,8.154016,2.001703
6534,2016/7/30,1003,56.22541,3.372167,27.4062,13.80692,9.669443,8.220566,1.970681
6539,2016/7/31,1003,21.71555,2.078773,9.416775,6.197137,3.123278,2.418467,0.8995872
6544,2016/8/1,1003,25.03324,2.358234,9.912652,7.630346,4.347474,3.058684,0.7845345
6549,2016/8/2,1003,25.24309,2.164683,8.249046,7.469385,6.457883,3.934286,0.9020933
6554,2016/8/3,1003,27.47777,2.234551,6.979798,7.353955,9.950462,4.829087,0.9590042
6559,2016/8/4,1003,34.16217,2.276252,11.65023,8.56622,9.952756,6.076444,1.716711
6564,2016/8/5,1003,30.97318,2.299269,10.66132,8.597503,8.123289,5.169385,1.291803
6569,2016/8/6,1003,25.63755,2.190998,8.472279,6.760013,7.200031,4.178662,1.014229
6574,2016/8/7,1003,22.16023,2.291373,8.986114,5.822247,4.434455,3.069641,0.6260411
6579,2016/8/8,1003,16.75225,1.813463,6.000856,4.947701,3.43209,2.509543,0.5581399
6584,2016/8/9,1003,15.81879,1.756078,5.486725,5.086977,2.929378,2.292245,0.5596317
6589,2016/8/10,1003,19.57094,2.283333,7.461708,5.495545,3.660004,2.869813,0.6703498
6594,2016/8/11,1003,19.69926,2.384418,6.786498,6.789735,3.23333,2.805673,0.5052785
6599,2016/8/12,1003,20.54836,2.507174,7.370552,6.563172,3.521871,3.111382,0.5855913
6604,2016/8/13,1003,24.30485,2.605016,8.836486,8.518924,3.713689,3.117925,0.6307348
6609,2016/8/14,1003,29.91314,2.989915,11.32859,9.310955,5.334503,3.661221,0.9491764
6614,2016/8/15,1003,28.4494,2.730607,10.85887,8.312852,5.668754,3.621612,0.8783194
6619,2016/8/16,1003,25.59863,2.211294,9.597616,7.356024,5.597346,3.782315,0.8363502
6624,2016/8/17,1003,26.40555,2.594921,9.784575,8.137601,5.001749,3.41638,0.8867037
6629,2016/8/18,1003,29.57492,2.893765,10.31424,9.821784,5.513726,3.524161,1.031403
6634,2016/8/19,1003,35.35377,2.829537,12.93532,11.44444,6.748388,5.586359,1.396087
6639,2016/8/20,1003,39.28362,2.91853,13.24135,11.55049,9.357277,6.616746,2.215969
6644,2016/8/21,1003,33.14618,2.505393,12.01902,8.44317,8.495708,5.233818,1.682885
6649,2016/8/22,1003,21.00822,2.007505,8.004922,6.495621,3.890263,3.170746,0.6099093
6654,2016/8/23,1003,20.20178,1.818018,7.976598,5.902191,3.923663,2.910192,0.5813104
6659,2016/8/24,1003,21.03037,1.915721,7.21799,6.040675,5.204168,3.231233,0.6518156
6664,2016/8/25,1003,27.41273,2.151225,10.52761,6.885878,6.848536,4.153907,0.9994799
6669,2016/8/26,1003,23.8888,1.58196,8.667144,6.421579,6.380107,3.94586,0.8380103
6674,2016/8/27,1003,23.73496,1.661223,8.200535,7.02916,6.097923,3.993826,0.7461188
6679,2016/8/28,1003,30.58662,1.915854,12.83328,7.8961,6.828969,4.401207,1.112419
6684,2016/8/29,1003,28.48134,1.850733,12.75807,6.297786,6.577101,4.061843,0.9976457
6689,2016/8/30,1003,24.94768,1.830303,9.188927,6.851284,6.259169,4.203109,0.8179974
6694,2016/8/31,1003,39.62678,2.381671,14.01986,12.47504,9.041923,6.182097,1.708281
6699,2016/9/1,1003,47.91248,2.740135,20.05839,12.94066,10.29111,7.396687,1.88218
6704,2016/9/2,1003,46.09767,2.70374,17.86656,13.8231,10.13207,6.762535,1.572195
6709,2016/9/3,1003,56.64546,3.136272,22.76439,15.65235,12.97008,8.524616,2.122371
6714,2016/9/4,1003,56.78379,3.479757,20.63977,15.40497,14.83865,9.474346,2.420648
6719,2016/9/5,1003,53.44218,3.108447,19.58951,14.59266,14.03705,8.948099,2.114516
6724,2016/9/6,1003,45.72886,2.825103,15.20673,11.11802,14.82349,7.021869,1.755519
6729,2016/9/7,1003,45.83733,2.725852,14.37383,13.08132,13.66987,7.761208,1.986456
6734,2016/9/8,1003,56.09523,3.126837,20.42665,14.92738,15.42075,8.70184,2.193618
6739,2016/9/9,1003,66.07746,3.499219,29.29082,16.4443,14.2803,8.948789,2.562817
6744,2016/9/10,1003,58.28116,3.310564,22.6538,15.21857,14.82267,9.839176,2.275551
6749,2016/9/11,1003,51.82917,2.945508,18.97783,13.71877,14.32794,8.840699,1.859121
6754,2016/9/12,1003,48.7692,2.758715,16.62625,14.52756,12.7802,8.235362,2.076478
6759,2016/9/13,1003,43.70613,2.544634,15.44114,11.58973,12.16211,6.9422,1.968514
6764,2016/9/14,1003,33.57137,2.103265,11.1019,8.471586,10.3815,5.294301,1.51312
6769,2016/9/15,1003,17.24968,1.383098,3.920341,5.815869,5.322713,3.037442,0.8076587
6774,2016/9/16,1003,7.774274,1.081523,-0.1556577,2.657955,3.601579,1.977912,0.5888747
6779,2016/9/17,1003,18.07424,1.246172,5.405539,5.544353,5.249446,2.519619,0.6287303
6784,2016/9/18,1003,34.6556,1.918336,14.50321,8.5265,8.122733,5.553457,1.58482
6789,2016/9/19,1003,24.74194,1.538227,9.887663,5.624431,6.740081,3.81003,0.951538
6794,2016/9/20,1003,22.79745,1.704037,8.317328,5.687831,6.260035,3.360042,0.8282195
6799,2016/9/21,1003,34.2595,2.305869,10.12352,8.109334,12.38489,6.023006,1.335884
6804,2016/9/22,1003,32.06313,2.184175,11.74226,7.255739,9.686356,5.179443,1.194601
6809,2016/9/23,1003,40.23159,2.526663,13.53938,10.35718,12.13935,6.668145,1.669017
6814,2016/9/24,1003,42.67361,2.557549,15.41266,10.48199,11.68373,7.413168,2.537685
6819,2016/9/25,1003,36.30333,2.315832,13.04592,8.718056,10.69202,5.792413,1.531507
6824,2016/9/26,1003,30.83224,2.096356,11.5783,7.456581,8.481321,4.745802,1.219685
6829,2016/9/27,1003,25.94177,1.868767,8.978326,6.70571,7.31354,3.979076,1.075427
6834,2016/9/28,1003,18.27618,1.122674,5.616179,5.411978,5.29883,2.932267,0.8265186
6839,2016/9/29,1003,16.00191,1.169002,4.064707,5.695813,4.260498,2.74615,0.8118897
6844,2016/9/30,1003,14.65652,1.200031,3.130328,4.85154,4.749019,2.858969,0.7256024
6849,2016/10/1,1003,27.64775,2.204925,7.182579,7.20513,10.07338,4.782395,0.9817361
6854,2016/10/2,1003,30.86628,2.209213,9.13168,7.136702,11.13795,5.420786,1.250735
6859,2016/10/3,1003,19.91483,1.376976,6.392015,5.833746,5.584055,2.980205,0.7280381
6864,2016/10/4,1003,30.13133,1.975264,8.495394,9.130583,9.36238,4.814843,1.167709
6869,2016/10/5,1003,40.67205,2.261843,15.73234,9.245891,11.43531,6.489417,1.996663
6874,2016/10/6,1003,28.05216,1.623335,10.80974,7.356245,7.050953,3.999413,1.21189
6879,2016/10/7,1003,18.39672,1.401181,5.04241,5.038086,6.009067,3.112049,0.9059763
6884,2016/10/8,1003,21.82882,1.342647,8.178668,4.987816,6.291116,3.17658,1.028573
6889,2016/10/9,1003,19.21645,1.192219,6.983598,4.873561,5.278843,2.434566,0.8882287
6894,2016/10/10,1003,23.44262,1.490844,7.886316,5.103304,8.070879,3.354233,0.891277
6899,2016/10/11,1003,31.89245,2.088088,10.42542,6.935484,11.3112,5.158099,1.132256
6904,2016/10/12,1003,39.9551,2.39673,16.15036,7.251584,12.61481,6.372534,1.541614
6909,2016/10/13,1003,34.51566,2.292254,13.75836,5.819872,11.34658,5.203428,1.29859
6914,2016/10/14,1003,31.66223,2.133261,10.80416,5.904301,11.39976,4.834388,1.42075
6919,2016/10/15,1003,25.26358,1.808027,6.649748,7.081677,8.418279,4.238503,1.305849
6924,2016/10/16,1003,33.77698,2.186892,11.07154,8.042926,11.27092,5.764425,1.204707
6929,2016/10/17,1003,36.85073,2.246881,13.7856,7.823455,11.75042,6.245543,1.244377
6934,2016/10/18,1003,30.23324,1.95893,9.674202,7.364993,10.08654,4.967655,1.148575
6939,2016/10/19,1003,45.26535,2.584364,18.81255,9.119628,13.16328,7.248876,1.585523
6944,2016/10/20,1003,23.6201,1.720015,6.80995,5.519565,8.130988,4.109123,1.439582
6949,2016/10/21,1003,14.25229,1.218547,2.482911,4.951445,4.749543,2.742402,0.8498445
6954,2016/10/22,1003,11.75762,1.097279,1.928771,3.625584,4.279419,2.323037,0.8265667
6959,2016/10/23,1003,20.53376,1.173926,6.425229,5.820483,6.264838,3.037333,0.8492837
6964,2016/10/24,1003,38.74433,2.446968,12.49452,8.998589,13.44106,6.584179,1.363191
6969,2016/10/25,1003,33.00407,2.013807,9.968026,8.912002,10.83536,5.276659,1.274875
6974,2016/10/26,1003,22.29454,1.501599,6.55162,5.968754,7.040803,3.529319,1.231764
6979,2016/10/27,1003,26.16134,1.590729,8.972253,6.113063,8.147383,4.439026,1.337912
6984,2016/10/28,1003,24.08562,1.252439,7.70274,6.176889,7.816317,4.300577,1.137235
6989,2016/10/29,1003,28.60328,1.739606,9.004998,6.871817,9.622571,5.442704,1.364288
6994,2016/10/30,1003,33.20224,2.096902,12.15299,6.751421,10.85805,5.173522,1.342878
6999,2016/10/31,1003,25.07,1.618495,7.482029,6.608641,8.127955,4.507355,1.23288
7004,2016/11/1,1003,20.76633,1.254001,6.071752,5.515417,6.732691,3.434875,1.192469
7009,2016/11/2,1003,41.59758,2.664137,18.08972,7.580076,11.51952,5.679511,1.744131
7014,2016/11/3,1003,69.74052,3.938477,33.0717,11.34402,18.6226,8.717744,2.763727
7019,2016/11/4,1003,79.60263,4.263011,37.89123,12.99656,20.55866,10.18427,3.893167
7024,2016/11/5,1003,81.99201,4.405515,39.88489,13.7615,20.87084,10.63169,3.069269
7029,2016/11/6,1003,89.98532,4.205147,48.53648,13.12746,20.92687,10.64932,3.189363
7034,2016/11/7,1003,39.89573,2.245874,16.63931,7.75163,11.23999,6.151993,2.018928
7039,2016/11/8,1003,23.38171,1.237187,7.644943,5.275658,7.84821,3.858682,1.375712
7044,2016/11/9,1003,27.10374,1.409719,8.994778,7.368706,7.937294,4.829944,1.393243
7049,2016/11/10,1003,39.63657,2.314797,14.9869,8.585078,12.24038,5.834967,1.509417
7054,2016/11/11,1003,50.89069,3.159015,22.43283,8.970559,14.39051,7.079141,1.937775
7059,2016/11/12,1003,73.48492,4.360185,33.71138,12.61673,19.78376,10.03135,3.012869
7064,2016/11/13,1003,92.45492,4.93283,43.25782,13.97051,27.20033,12.63716,3.093428
7069,2016/11/14,1003,114.0361,5.161884,57.81774,16.68683,30.83239,14.00761,3.537257
7074,2016/11/15,1003,30.20289,1.722017,12.75211,5.81685,8.641412,4.665893,1.270496
7079,2016/11/16,1003,29.94238,2.041085,11.29515,5.584658,9.712234,4.609571,1.30925
7084,2016/11/17,1003,37.01325,2.556437,13.84821,8.012993,11.23723,5.854507,1.358377
7089,2016/11/18,1003,45.50987,3.219211,16.37573,9.476176,14.41613,7.182265,2.022624
7094,2016/11/19,1003,72.64118,4.080962,35.84404,11.93719,17.89217,8.969863,2.886822
7099,2016/11/20,1003,48.97762,2.415828,24.8737,7.834046,11.67819,6.425017,2.175856
7104,2016/11/21,1003,32.65569,2.098132,11.578,7.116694,10.37996,5.185824,1.482904
7109,2016/11/22,1003,20.04758,0.9255599,4.444269,6.231414,7.305032,3.755095,1.141305
7114,2016/11/23,1003,46.16382,2.220024,16.2503,8.718871,16.7599,8.120785,2.214725
7119,2016/11/24,1003,62.90185,3.274897,32.49677,8.344638,16.27914,8.962574,2.506409
7124,2016/11/25,1003,65.36173,3.574529,33.19347,9.21581,16.61969,8.791971,2.758234
7129,2016/11/26,1003,74.96685,4.009,33.71593,13.41316,20.69515,9.784758,3.133611
7134,2016/11/27,1003,86.18581,4.285321,47.29011,10.03063,22.11879,10.42783,2.460964
7139,2016/11/28,1003,60.29386,3.338865,32.70851,7.472062,14.6772,7.763983,2.097222
7144,2016/11/29,1003,41.32478,2.471129,18.25723,7.303629,11.4347,6.298627,1.858094
7149,2016/11/30,1003,75.92058,4.0974,35.9845,13.03805,20.17544,10.01363,2.625193
7154,2016/12/1,1003,99.81877,5.065795,52.89377,12.31439,26.35028,12.33785,3.194533
7159,2016/12/2,1003,59.54642,3.680507,30.8219,7.72044,15.00147,8.274991,2.322102
7164,2016/12/3,1003,61.40594,4.095253,27.10105,12.1294,15.40577,9.953239,2.674468
7169,2016/12/4,1003,95.64579,4.992336,47.99936,13.40392,25.72318,12.16232,3.52699
7174,2016/12/5,1003,87.4611,4.337483,46.8688,11.72184,21.40812,10.81328,3.124853
7179,2016/12/6,1003,67.85116,3.672778,32.14558,12.24535,17.17242,8.876426,2.615027
7184,2016/12/7,1003,115.1042,6.277829,57.01991,17.32037,31.09316,14.63964,3.392933
7189,2016/12/8,1003,128.2383,6.528845,67.35414,16.70563,33.77888,16.81966,3.870809
7194,2016/12/9,1003,58.02736,2.893172,32.37104,8.083344,12.62965,6.864562,2.05015
7199,2016/12/10,1003,33.239,1.881927,14.79222,5.830749,9.025275,4.865719,1.708827
7204,2016/12/11,1003,33.32467,2.017446,14.87899,6.165728,8.52149,4.70628,1.741012
7209,2016/12/12,1003,59.14486,4.034681,26.95251,9.317975,15.54882,8.437453,3.290875
7214,2016/12/13,1003,30.67766,1.810189,10.91008,6.756781,9.418539,5.905023,1.782073
7219,2016/12/14,1003,32.30267,1.638741,9.243694,8.899846,10.51432,5.633178,2.006069
7224,2016/12/15,1003,77.18891,4.031705,40.90693,10.34702,19.33724,9.588686,2.566015
7229,2016/12/16,1003,113.6818,5.489265,61.39822,14.98994,28.06115,13.70165,3.74322
7234,2016/12/17,1003,129.8522,5.921884,76.53386,15.39096,27.94899,17.11109,4.056509
7239,2016/12/18,1003,74.35971,5.046852,36.09098,11.43315,18.90522,9.624879,2.883504
7244,2016/12/19,1003,98.56273,5.638995,51.04988,11.11981,27.26291,11.67981,3.491134
7249,2016/12/20,1003,51.64398,3.040751,23.75906,8.667225,13.90133,7.512996,2.27561
7254,2016/12/21,1003,30.26285,2.219915,6.725345,8.856278,10.22583,6.71146,2.235482
7259,2016/12/22,1003,95.99473,4.188714,48.4304,16.87282,23.10983,12.15612,3.392961
7264,2016/12/23,1003,73.27914,3.727272,41.39591,8.611381,17.10015,8.726478,2.444429
7269,2016/12/24,1003,45.86794,2.476087,23.1393,6.7134,11.38483,6.513485,2.154327
7274,2016/12/25,1003,24.96706,1.630872,7.241455,6.837833,7.646113,4.598649,1.610787
7279,2016/12/26,1003,22.72876,1.478158,6.030748,5.708595,8.011664,4.503191,1.499595
7284,2016/12/27,1003,38.62267,2.009069,15.04318,7.568021,11.88207,6.130783,2.120326
7289,2016/12/28,1003,52.23337,2.990883,25.26917,8.662106,12.81974,7.062336,2.491475
7294,2016/12/29,1003,93.04277,4.616813,51.00116,11.75263,22.60743,9.888736,3.064734
7299,2016/12/30,1003,89.66659,4.884484,43.29722,14.26867,23.62366,11.54781,3.592554
7304,2016/12/31,1003,119.395,6.622341,54.57591,18.65489,34.23159,17.07572,5.310266
7309,2017/1/1,1003,120.1115,6.476859,50.96791,23.37594,32.85971,17.21285,6.431081
7314,2017/1/2,1003,131.3148,6.787433,56.48001,24.70083,37.41668,17.94395,5.929843
7319,2017/1/3,1003,165.137,7.591662,77.7618,25.66679,43.18806,22.77918,10.92869
7324,2017/1/4,1003,102.3215,5.122439,45.67873,16.73722,28.12656,14.24791,6.656546
7329,2017/1/5,1003,37.10805,1.915991,15.63306,6.893892,9.495136,5.690039,3.169974
7334,2017/1/6,1003,30.66191,1.948377,11.35244,6.522219,9.058778,5.291882,1.780094
7339,2017/1/7,1003,23.0841,1.64129,6.008752,6.159224,7.931656,4.47551,1.343178
7344,2017/1/8,1003,49.68977,2.54638,17.91738,10.93901,16.27472,8.487659,2.012278
7349,2017/1/9,1003,89.78823,3.958889,49.88569,13.88588,18.01019,10.95577,4.047577
7354,2017/1/10,1003,101.8063,4.889363,54.35712,11.63859,24.54887,12.26184,6.372354
7359,2017/1/11,1003,69.19715,3.571092,36.26914,10.08323,16.6673,8.953498,2.606389
7364,2017/1/12,1003,103.8483,5.032748,52.53415,17.03539,24.5615,12.69079,4.684507
7369,2017/1/13,1003,79.23781,3.90658,44.7435,9.879744,18.05445,9.508595,2.653537
7374,2017/1/14,1003,38.26859,1.890416,16.36126,5.742456,11.99614,6.442447,2.278319
7379,2017/1/15,1003,24.81142,1.318395,6.644042,7.484797,7.491295,5.108262,1.872891
7384,2017/1/16,1003,35.6839,1.964001,14.17356,6.870231,10.59571,5.831608,2.080398
7389,2017/1/17,1003,66.21468,3.331977,34.63955,10.37034,15.41322,8.470568,2.459593
7394,2017/1/18,1003,67.3568,3.270328,35.10475,10.47032,15.90877,8.807531,2.602634
7399,2017/1/19,1003,91.90185,4.243833,47.7104,12.81304,22.80627,13.19826,4.328305
7404,2017/1/20,1003,37.08086,1.809086,15.83691,5.548915,11.34174,5.577594,2.544209
7409,2017/1/21,1003,52.70341,3.060949,25.97298,6.589335,14.02781,7.338923,3.052336
7414,2017/1/22,1003,52.92138,2.776915,28.8989,6.290105,12.1726,6.574653,2.782859
7419,2017/1/23,1003,47.14231,2.70839,22.44715,6.768828,12.69489,7.018987,2.523048
7424,2017/1/24,1003,40.93541,2.490207,16.51905,7.752597,11.83733,6.83201,2.336228
7429,2017/1/25,1003,85.14561,4.173868,42.15934,13.04584,22.06765,10.67322,3.698915
7434,2017/1/26,1003,78.25382,4.023059,39.64069,11.33793,20.16824,9.909502,3.083898
7439,2017/1/27,1003,64.02208,2.903781,36.036,8.867187,13.61774,7.763816,2.597374
7444,2017/1/28,1003,72.96378,3.672091,37.45924,11.33581,17.47951,9.238341,3.017127
7449,2017/1/29,1003,63.33098,3.264044,30.80399,9.358862,17.09679,9.179876,2.807292
7454,2017/1/30,1003,29.1427,1.332245,9.079802,7.12804,9.499409,5.946515,2.103204
7459,2017/1/31,1003,32.39565,1.906165,10.25719,7.388776,10.72136,5.926156,2.122164
7464,2017/2/1,1003,60.02556,2.666998,31.86447,9.104514,13.88273,8.355578,2.506846
7469,2017/2/2,1003,44.98745,2.446985,17.97663,9.504277,12.55294,7.861975,2.506618
7474,2017/2/3,1003,56.19578,3.604381,25.58347,9.915001,14.457,8.650061,2.635924
7479,2017/2/4,1003,88.94633,4.700618,41.2449,14.19703,24.86556,12.92088,3.938218
7484,2017/2/5,1003,116.4072,4.944951,66.70204,16.27376,23.08243,12.1141,5.404018
7489,2017/2/6,1003,58.32615,2.631188,30.86944,8.371016,13.62099,8.178471,2.833515
7494,2017/2/7,1003,23.73974,1.223252,7.461305,6.165095,7.282661,4.849735,1.607427
7499,2017/2/8,1003,47.23226,2.205077,18.33828,8.436789,16.04713,8.040302,2.204981
7504,2017/2/9,1003,77.25471,3.314895,46.16981,9.200163,15.42383,8.38503,3.146008
7509,2017/2/10,1003,42.01403,2.021173,18.69104,5.924127,11.95896,6.026539,3.418732
7514,2017/2/11,1003,56.01409,3.026791,27.05421,9.092683,12.6779,6.860017,4.162506
7519,2017/2/12,1003,99.15132,4.787585,51.90481,14.36158,21.59991,11.09789,6.497433
7524,2017/2/13,1003,110.5649,5.367503,55.9728,16.5679,23.97322,12.01165,8.683478
7529,2017/2/14,1003,115.7678,5.1462,61.55157,15.89041,24.26651,12.40805,8.913111
7534,2017/2/15,1003,104.155,4.828434,54.83836,12.10215,25.45866,11.38371,6.927401
7539,2017/2/16,1003,89.13404,4.430811,42.80295,13.08689,23.25057,11.3661,5.562817
7544,2017/2/17,1003,66.627,2.92042,36.16044,10.36658,14.6235,8.296232,2.556058
7549,2017/2/18,1003,44.23398,2.494157,17.03117,9.037647,13.36824,7.259517,2.302769
7554,2017/2/19,1003,70.44568,3.522995,35.88194,11.06805,17.03402,9.489952,2.938677
7559,2017/2/20,1003,50.30705,2.131035,24.56353,7.851358,12.82242,7.26677,2.938708
7564,2017/2/21,1003,27.53037,1.360315,8.487221,7.54255,8.175476,5.170398,1.964808
7569,2017/2/22,1003,65.07092,2.747625,30.66567,12.1854,17.10237,9.208758,2.369856
7574,2017/2/23,1003,91.39264,3.496285,51.46082,13.06038,19.28919,10.08575,4.085961
7579,2017/2/24,1003,79.67844,3.499178,42.17029,12.22349,18.37805,9.477697,3.407431
7584,2017/2/25,1003,122.3664,4.938401,68.67335,17.71401,25.07091,12.66453,5.96973
7589,2017/2/26,1003,106.42,4.332465,60.0559,13.16194,23.10931,12.22226,5.760385
7594,2017/2/27,1003,57.14966,2.97682,25.2199,9.332365,16.82318,8.389805,2.79739
